Material;Centro;Tipo de avaliação;Texto breve de material;Última modificação;Tipo de material;Grupo de mercadorias;Unid.medida básica;Grupo de compradores;Código ABC;Tipo de MRP;Classe de avaliação;Controle de preço;Preço;Moeda;Unidade preço;Criado por;Centro Origem
50034655;D050;;DEFLETORES DE AR PARA CONDENS 24000BTUS;09/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034656;D050;;UNIDADE CONTROLADORA DE TEMPERATURA;20/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034657;D050;;KIT DE REVEZAMENTO AUTOMÁTICO;09/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034660;D050;;BOTA SOFTWORKS BC 34;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034661;D050;;BOTA SOFTWORKS BC 35;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034662;D050;;BOTA SOFTWORKS BC 36;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034663;D050;;BOTA SOFTWORKS BC 37;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034664;D050;;BOTA SOFTWORKS BC 38;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034665;D050;;BOTA SOFTWORKS BC 39;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034666;D050;;BOTA SOFTWORKS BC 40;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D834
50034667;D050;;BOTA SOFTWORKS BC 41;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034668;D050;;BOTA SOFTWORKS BC 42;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034669;D050;;BOTA SOFTWORKS BC 43;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D834
50034670;D050;;BOTA SOFTWORKS BC 44;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D702
50034671;D050;;LUVAS 3M CONFORT GRIP TAM. 7,5;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034672;D050;;LUVAS 3M CONFORT GRIP TAM. 8,0;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034673;D050;;LUVAS 3M CONFORT GRIP TAM. 8,5;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D476
50034674;D050;;LUVAS 3M CONFORT GRIP TAM. 9,5;09/01/2020;ZDLA;EPI;PAR;076;;;7004;V;0,00;BRL;1;F28125329803;D702
50034675;D050;;HD INT 1TB SATA SEAGATE;05/08/2019;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F12180330456;D659
50034676;D050;;ADAPTADOR ELETRODOS DE ECG 4 VIAS;09/01/2020;ZDLA;RDI;PC;066;;;7008;V;0,00;BRL;1;F12180330456;D476
50034677;D050;;BORRACHA DE VEDACAO DO PINO DO AR;09/01/2020;ZDLA;RDI;UN;066;;;7008;V;0,00;BRL;1;F12180330456;D476
50034678;D050;;ESTRADO PVC FLEXIVEL MODULAR 30X30X1,3CM;09/01/2020;ZDLA;LOGISTICA;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034679;D050;;KIT TERMOSTATO SPLITÃO 7,5TR;09/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034680;D050;;PENDENTE HALO 1 CFL 25W DIAM. 220X355MM;09/01/2020;ZDLA;OBRAS;UN;026;;;7008;V;0,00;BRL;1;F28125329803;D702
50034681;D050;;LAMP BULBO 6W - 3000K 600LM;09/01/2020;ZDLA;OBRAS;UN;026;;;7008;V;0,00;BRL;1;F28125329803;D823
50034682;D050;;PENDENTE HUT 1 CFL 25W DIAM. 160X275MM;09/01/2020;ZDLA;OBRAS;UN;026;;;7008;V;0,00;BRL;1;F28125329803;D476
50034683;D050;;REFRATOMETRO DIGITAL PORTATIL;09/01/2020;ZDLA;AC;UN;059;;;7008;V;0,00;BRL;1;F28125329803;D476
50034684;D050;;REFIL DE FILTRO (ENTRADA DE AGUA);09/01/2020;ZDLA;RDI;UN;066;;;7008;V;0,00;BRL;1;F28125329803;D476
50034685;D050;;CONECTOR DO COMPRESSOR;09/01/2020;ZDLA;RDI;UN;066;;;7008;V;0,00;BRL;1;F28125329803;D093
50034686;D050;;MEMBRANA DE SILICONE;09/01/2020;ZDLA;RDI;UN;066;;;7008;V;0,00;BRL;1;F28125329803;D476
50034687;D050;;PLUG DE SILICONE;09/01/2020;ZDLA;RDI;UN;066;;;7008;V;0,00;BRL;1;F28125329803;D476
50034688;D050;;RALO DA CUBA;20/05/2020;ZDLA;RDI;UN;066;;;7008;V;0,00;BRL;1;F28125329803;D476
50034689;D050;;GAS 404A FREON  BOTIJA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034690;D050;;GAS R407A FREON BOTIJA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034691;D050;;DETECTOR DE VAZAMENTO ELET INFRAVERMELHO;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D704
50034692;D050;;MEDIDOR DE VAZAO ULTRASSONICO C/ SENSOR;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034693;D050;;PAQUIMETRO DIGITAL CAPACIDADE 150MM/6;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D717
50034694;D050;;DECIBELIMETRO DIGITAL COM REGISTRO;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034695;D050;;LUXIMETRO DIGITAL;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034696;D050;;MEDIDOR DE VIBRAÇCAO/TACOMETRO A LASER;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034697;D050;;MULTIMEDIDOR/ANALISADOR ENERGIA DMI P100;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034699;D050;;SOLDA FOSCOPER VARETA;06/04/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D854
50034700;D050;;FILTRO SECADOR 210 X 1/2 ROSCA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034701;D050;;VALVULA 1/4 PARA SOLDA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034702;D050;;PRESSOSTATO CEBOLINHA LINHA DE BAIXA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D835
50034703;D050;;PRESSOSTATO CEBOLINHA LINHA DE ALTA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034704;D050;;MANTA G-4 FILTRO DE AR;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034705;D050;;CURVA COBRE 45 GRAUS;13/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034706;D050;;CURVA COBRE 90 GRAUS 5/8;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034707;D050;;VALVULA ROSCA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D703
50034708;D050;;TUBO COBRE RIGIDO 7/8;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034709;D050;;TUBO COBRE FLEX 1/2;22/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034710;D050;;PASTA FLUXO P/ SOLDA FOSCOPER;06/04/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D001
50034711;D050;;FULL-GAUGE CONTROLADOR DIGITAL;10/01/2020;ZDLA;MRO;UN;073;;;7008;V;0,00;BRL;1;F28125329803;D476
50034712;D050;;CABO PP 500V 3X6 PRETO;10/01/2020;ZDLA;MRO;UN;073;;;7008;V;0,00;BRL;1;F28125329803;D476
50034713;D050;;TERMINAL AGULHA 1-5-2,5MM;07/04/2020;ZDLA;MRO;UN;073;;;7008;V;0,00;BRL;1;F28125329803;D476
50034714;D050;;TERMINAL AGULHA 4-6MM;23/04/2020;ZDLA;MRO;UN;073;;;7008;V;0,00;BRL;1;F28125329803;D476
50034715;D050;;TERM PRE ISOLADO TUBULAR OLHAL 2,5MM;10/01/2020;ZDLA;MRO;UN;073;;;7008;V;0,00;BRL;1;F28125329803;D476
50034716;D050;;TERM PRE ISOLADO TUBULAR OLHAL 6MM;10/01/2020;ZDLA;MRO;UN;073;;;7008;V;0,00;BRL;1;F28125329803;D476
50034717;D050;;ROBE PIQUET HEAVEN BRANCO P AE;14/04/2020;ZDLA;ENXOVAL;UN;077;;;7004;V;0,00;BRL;1;F28125329803;D086
50034718;D050;;ROBE PIQUET HEAVEN BRANCO M AE;14/04/2020;ZDLA;ENXOVAL;UN;077;;;7004;V;0,00;BRL;1;F28125329803;D650
50034719;D050;;ROBE PIQUET HEAVEN BRANCO G AE;14/04/2020;ZDLA;ENXOVAL;UN;077;;;7004;V;0,00;BRL;1;F28125329803;D476
50034720;D050;;ROBE PIQUET HEAVEN BRANCO GG AE;14/04/2020;ZDLA;ENXOVAL;UN;077;;;7004;V;0,00;BRL;1;F28125329803;D476
50034721;D050;;MEMORIA DESKTOP DDR4 2133MHZ 16GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D623
50034722;D050;;CAD. ESCARLATE/SMART COURO SOLA MARROM;10/01/2020;ZDLA;OBRAS;UN;026;;;7009;V;0,00;BRL;1;F28125329803;D476
50034724;D050;;CAMERA DUPLA TECNOLOGIA ANALOGICA-HD;10/01/2020;ZDLA;FACILITIE;UN;011;;;7008;V;0,00;BRL;1;F28125329803;D476
50034725;D050;;KIT CONTATO SECO 40A 125 KVAS;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034726;D050;;REVISTA CARAS ASSINATURA ANUAL;10/01/2020;ZDLA;MKT;UN;061;;;7001;V;0,00;BRL;1;F28125329803;D476
50034727;D050;;LUMINARIA PENDENTE FIT;10/01/2020;ZDLA;OBRAS;UN;026;;;7007;V;0,00;BRL;1;F28125329803;D963
50034728;D050;;PENAL EM MADEIRA COM FRISOS BAIXO RELEVO;10/01/2020;ZDLA;AP;UN;059;;;7009;V;0,00;BRL;1;F28125329803;D476
50034729;D050;;PLACA ELETRONICA PRINCIPAL INVERTER12KFR;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D992
50034730;D050;;COMPR.GMCC DA108X1C-20FZ3 12KAC SPRINGER;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034731;D050;;PLACA ELETRONICA PRINCIPAL INVERTER12KFR;06/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034732;D050;;MACARICO PORTATIL PARA REFRIGERACAO;13/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D992
50034733;D050;;MOTOR 64 1/15CV 220V AC SPLIT Q/F;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F28125329803;D476
50034740;D050;;QUADRO BRANCO MAGNETICO 120 X 200CM;10/01/2020;ZDLA;MAT ESCR;UN;025;;;7002;V;0,00;BRL;1;F28125329803;D476
50034742;D050;;MEMORIA NOTEBOOK DDR3 1333MHZ 2GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034743;D050;;MEMORIA NOTEBOOK DDR3 1333MHZ 4GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034744;D050;;MEMORIA NOTEBOOK DDR3 1333MHZ 8GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034745;D050;;MEMORIA NOTEBOOK DDR3 1600MHZ 2GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034746;D050;;MEMORIA NOTEBOOK DDR3 1600MHZ 4GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034747;D050;;MEMORIA NOTEBOOK DDR3 1600MHZ 8GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034748;D050;;MEMORIA NOTEBOOK DDR3L 1600MHZ 2GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034749;D050;;MEMORIA NOTEBOOK DDR3L 1600MHZ 4GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034750;D050;;MEMORIA NOTEBOOK DDR3L 1600MHZ 8GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034751;D050;;MEMORIA NOTEBOOK DDR4  2400MHZ 4GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034752;D050;;MEMORIA NOTEBOOK DDR4 2400MHZ 8GB;10/01/2020;ZDLA;TI;UN;062;;;7006;V;0,00;BRL;1;F28125329803;D476
50034753;D050;;JALECO COORD FEM BC XG LV;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D001
50034754;D050;;JALECO COORD FEM BC XXG LV;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D001
50034755;D050;;JALECO COORD FEM BC ESP LV;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D001
50034756;D050;;JALECO COORD MASC BC XG LV;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D001
50034757;D050;;JALECO COORD MASC BC XXG LV;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D001
50034758;D050;;JALECO COORD MASC BC ESP LV;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D001
50034759;D050;;BATA M/C RCP RDI COLT ENF GEST BC PP LV;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D001
50034760;D050;;"FILTRO AR DCT 1"" FIBRA VIDRO G4 WD 17";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D673
50034761;D050;;"FILTRO AR DCT 2""F5 PLISS WD17 472X475X";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D866
50034762;D050;;"FILTRO AR DCT 1"" FIBRA VIDRO G4WD 04";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034763;D050;;"FILTRO AR DCT 2"" F5 PLISSADO WD 04";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034764;D050;;"FILTRO AR DCT 1""FIBRA VIDRO G4WD 10/1";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D703
50034765;D050;;"FILTRO AR DCT 2"" F5 PLISSADO WD 10/12";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034766;D050;;"FILTRO DE AR DCT 1"" FIBRA VIDRO G4WD 08";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034767;D050;;FILTRO AR DCT F1 PLISSADO 50X439X663;10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D703
50034768;D050;;"FILTRO DE AR DCT 1"" FIBRA VIDRO G4WD 0";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034769;D050;;"FILTRO AR DCT 2"" F5 PLISSADO WD 06";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034770;D050;;"FILTRO DE AR DCT 1"" FIBRA VIDRO G4WD 17";10/01/2020;ZDLA;MRO;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034771;D050;;VIAL 2 ML AMBAR SEM INSERT LAS;10/01/2020;ZDLA;AC;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034772;D050;;CAIXA DE SOROTECA COM 192 POSICOES 3MM;10/01/2020;ZDLA;AC;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034773;D050;;LIVRO CANTAREIRA PATRIMONIO ARQUITET;10/01/2020;ZDLA;MAT ESCR;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034774;D050;;LIVRO TOMIE OHTAKE CONSTRUTIVA;10/01/2020;ZDLA;MAT ESCR;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034775;D050;;LIVRO ARVORE CIDADE SAO PAULO;10/01/2020;ZDLA;MAT ESCR;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034776;D050;;LIVRO BRASIL GEOLOGICO;10/01/2020;ZDLA;MAT ESCR;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034777;D050;;LIVRO BRASIL CEU AZUL/VERTICAL/RICHTER;10/01/2020;ZDLA;MAT ESCR;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034778;D050;;MICROSWICH DO BRACO DISPENSADOR;10/01/2020;ZDLA;AP;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034779;D050;;ENCLOSURE LED KIT;10/01/2020;ZDLA;AP;CDA;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034780;D050;;ALAVANCA PRATIKA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034781;D050;;COLA EPOXY 800GR;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034782;D050;;COLA FORMICA 36LTS;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034783;D050;;ESPACADOR DE VIDRO 10CMX 4CM DE DIAMETRO;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034784;D050;;FECHO ROLETE;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034785;D050;;FILTRO AQUALAR 3M AP200;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034786;D050;;FITA DEMARCACAO ADESIVA 48MMX30M VD ROLO;04/03/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D670
50034787;D050;;FORMICA BRANCA TX;20/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034788;D050;;FORMICA PRETA TX;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034789;D050;;FUSIVEL 100A;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034790;D050;;INTERRUPTOR;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034791;D050;;MACANETA DE ACO PUXADOR NA HORIZONTAL;18/03/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034792;D050;;MINI DISJUNTOR BIPOLAR 25A CURVA COM5KA;15/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034793;D050;;PARAFUSO PARA VASO SANITARIO;20/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034794;D050;;TRINCO DE PORTA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034795;D050;;TRINCO P/ ARMARIO;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034796;D050;;VEDA FRESTAS ESCOVA COMFORT DOOR;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034797;D050;;ZENNITH;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034798;D050;;ABRACAD NY 200MM;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034799;D050;;CAP ESGOTO 40MM;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034800;D050;;"CHUMBADOR CBA 1/4 X 3"" C/PF 30";14/04/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034801;D050;;"CHUMBADOR CBA 5/16 X 3.1/4"" COM PF";10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034802;D050;;DESENTUPIDOR WC CO;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034803;D050;;ESMALTE VERMELHO P/HIDRANTE BASE AGUA;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034804;D050;;ESPATULA INOX 2.1/2;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034805;D050;;"""ESPATULA INOX 4"""" """;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034806;D050;;FECHADURA MAGNUM ROS 931-80 CR BANHEIRO;04/03/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034807;D050;;PLUG COM ROSCA 1/2';10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034808;D050;;SIKA GROUT 250 SC 25KG;20/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034809;D050;;SIKA MULTISEAL-S 50CM X 10M;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034810;D050;;SIKASIL ACETICO MULTIUSO 270ML;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D824
50034811;D050;;SILVER TAPE 48MM X 50M;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034812;D050;;TERMINAL FEMEA AMARELO;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034813;D050;;CANO PVC ESGOTO 75MM;30/03/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034814;D050;;VEDANTE PVC 3/4;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034815;D050;;VEDA ROSCA;04/05/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D651
50034816;D050;;TINTA SUVINIL A-162  SEMI BRILHO 18L;17/02/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034817;D050;;TINTA SUVINIL A-162 SEMI BRILHO 3,6L;10/01/2020;ZDLA;MRO;GL;073;;;7007;V;0,00;BRL;1;F12180330456;D697
50034818;D050;;TINTA SUVINIL A-162 EQUINOCIO FOSCA 18L;01/04/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034819;D050;;TINTA SUVINIL A-162 EQUINOCIO FOSCA 3,6L;10/01/2020;ZDLA;MRO;GL;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034820;D050;;TINTA BRANCO NEVE FOSCA;01/04/2020;ZDLA;MRO;GL;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034821;D050;;TINTA BRANCO NEVE SEMI BRILHO;17/02/2020;ZDLA;MRO;GL;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034822;D050;;LIXA PARA PAREDE 180;10/01/2020;ZDLA;MRO;PC;073;;;7007;V;0,00;BRL;1;F12180330456;D704
50034823;D050;;RELE FOTOCELULA 3F 127v 600W;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D835
50034824;D050;;FECHADURA STAM 803/11 INOX.;10/01/2020;ZDLA;MRO;UN;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034825;D050;;TOMADA DE SOBREPOR 20A;10/01/2020;ZDLA;MRO;PC;073;;;7007;V;0,00;BRL;1;F12180330456;D665
50034826;D050;;TORNEIRA BANCADA PESCOCO GANSO LONGA 1/2;10/01/2020;ZDLA;MRO;PC;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034827;D050;;FUSIVEL NH00 36A RETARDADO;10/01/2020;ZDLA;MRO;PC;073;;;7007;V;0,00;BRL;1;F12180330456;D001
50034828;D050;;DISPENSE ARM LED KIT;10/01/2020;ZDLA;AP;UN;052;;;7008;V;0,00;BRL;1;F12180330456;D476
50034829;D050;;MOULD STORAGE COVERS KIT 2;10/01/2020;ZDLA;AP;UN;052;;;7008;V;0,00;BRL;1;F12180330456;D476
50034830;D050;;FREIO MECANICO PARA MOTOR;10/01/2020;ZDLA;RDI;UN;066;;;7008;V;0,00;BRL;1;F12180330456;D835
50034831;D050;;TAMPA FARMACEUTICA ROSA MM PRETA;10/01/2020;ZDLA;AC;UN;068;;;7008;V;0,00;BRL;1;F28125329803;D043
50034833;D050;;BATOQUE 21.50;10/01/2020;ZDLA;AC;UN;068;;;7008;V;0,00;BRL;1;F28125329803;D476
50034834;D050;;COLETE LDR FEM VRD 50 CC;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D093
50034835;D050;;COLETE LDR FEM VRD 52 CC;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D835
50034836;D050;;COLETE LDR FEM VRD 54 CC;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D093
50034837;D050;;BATA LDR/COORD GEST BC 50 CC;05/08/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D093
50034838;D050;;BATA LDR/COORD GEST BC 52 CC;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D093
50034839;D050;;BATA LDR/COORD GEST BC 54 CC;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D093
50034840;D050;;JALECO ENF/COLT/RDI/TCU GEST BC 50 CC;13/11/2019;ZDLA;VESTUÁRIO;PC;076;;;7004;V;0,00;BRL;1;F12180330456;D093
