Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Nec.MAI/2020;Nec.JUN/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Cons.DEZ/2019;Cons.JAN/2020;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;D969;;10010142;MEIO CULT SHIGELLA DYSENT POLIV 2 PROBAC;0,000;0,000;0,000;KIT;164,10;0,00;0,040;0,000;ZROH;VV;005;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;0,500;0,375;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;2,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;232;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;463;
;DA04;;10010142;MEIO CULT SHIGELLA DYSENT POLIV 2 PROBAC;14,000;14,000;0,000;KIT;93,61;1.310,59;0,000;0,000;ZROH;PD;022;999,9;999,9;;;7;3;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;383;349;@0A@;14,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;463;
;D969;;10010185;CTR COAG NV1 NEP 12X1ML STAGO;2,000;2,000;0,000;KIT;241,78;483,56;1,248;0,000;ZROH;VV;005;4,5;6,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;7,332;8,668;10,835;8,668;8,668;10,835;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;9,000;3,000;5,000;22,000;0,000;0,000;15,000;0,000;10,000;10,000;6,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;349;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;679;
;DA04;;10010185;CTR COAG NV1 NEP 12X1ML STAGO;45,000;45,000;0,000;KIT;241,78;10.880,10;12,800;0,000;ZROH;PD;002;45,0;86,0;0020013908;STAGO BRASIL COMERCIO, IMPORTACAO E;20;18;2;B;Z1;1,000;0,000;0,000;1,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;10,000;22,000;17,000;16,000;18,000;15,000;10,000;@3J@;1017478624;10;;28/01/2020;;3,000;0,000;;725,34;98,000;4600002266;510;241,78;2.000,00;;20,000;20,000;21,000;36,000;15,000;16,000;26,000;18,000;27,000;26,000;23,000;3,000;4500315727;07/01/2020;;5,000;4500316516;14/01/2020;;1,000;4500317306;21/01/2020;;4,000;002;;;1;28;@0A@;3,200;5;@0A@;13,000;20,0;@08@;0,000;00;LIBERADO;679;
;D969;;10010224;ALMOT BC BICO CURVADO 250ML;0,000;0,000;0,000;UN;5,64;0,00;0,384;0,000;ZROH;VV;006;0,0;0,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;2,544;2,544;3,180;2,544;2,544;3,180;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;11,000;6,000;0,000;1,000;0,000;0,000;0,000;5,000;2,000;0,000;5,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;228;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;150006;
;DA04;;10010224;ALMOT BC BICO CURVADO 250ML;9,000;9,000;0,000;UN;8,65;77,88;0,000;0,000;ZROH;PD;007;999,9;999,9;;;14;10;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;SES;FORN. SEG - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;9,000;;0;0,00;0,00;;11,000;6,000;0,000;0,000;192,000;0,000;0,000;5,000;2,000;0,000;5,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;27;145;@0A@;9,000;968;@08@;0,000;0,0;;0,000;00;LIBERADO;150006;
;D969;;10010227;MEIO CULT SHIGELLA BODYII POLI II PROBAC;0,000;0,000;0,000;KIT;173,07;0,00;0,200;0,000;ZROH;VV;005;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;1,332;1,332;1,665;1,332;1,332;0,999;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;232;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;460;
;DA04;;10010227;MEIO CULT SHIGELLA BODYII POLI II PROBAC;18,000;18,000;0,000;KIT;84,87;1.527,73;0,000;0,000;ZROH;PD;022;999,9;999,9;;;7;3;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;60;48;@0A@;18,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;460;
;D969;;10010228;MEIO CULT SHIGELLA FLEXENERII PROBAC;0,000;0,000;0,000;KIT;110,99;0,00;0,200;0,000;ZROH;VV;005;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;1,332;1,332;1,665;1,332;1,332;0,999;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;5,000;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;232;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;464;
;DA04;;10010228;MEIO CULT SHIGELLA FLEXENERII PROBAC;18,000;18,000;0,000;KIT;92,43;1.663,71;0,000;0,000;ZROH;PD;022;999,9;999,9;;;7;3;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;3,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;002;;;60;124;@0A@;18,000;975;@08@;0,000;0,0;;0,000;00;LIBERADO;464;
;DA04;;10010237;COL PERFURO CORTANTE 1.5L DESCARPACK;359,000;346,000;0,000;UN;3,47;1.245,74;291,400;0,000;ZROH;PD;007;17,1;39,0;0020009804;MASTER HIGIMED COMERCIAL DE PRODUTO;27;23;4;C;Z1;20,000;0,000;0,000;20,000;0,000;020;Cobertura 20 dias;0,000;SEX;FORN. SEX - SEMANAL;;99,5;220,000;403,000;400,000;450,000;445,000;399,000;236,000;@3J@;1017479165;10;;31/01/2020;27/01/2020;80,000;0,000;;277,60;1.560,000;4600004686;730;3,47;1.000,00;;467,000;317,000;337,000;310,000;364,000;416,000;319,000;421,000;497,000;388,000;417,000;38,000;4500316024;20/12/2019;;220,000;;;;0,000;;;;0,000;004;;;1;5;@08@;0,000;0;@0A@;106,000;7,0;@08@;13,000;00;LIBERADO;150026;
;DA04;;10010237;COL PERFURO CORTANTE 1.5L DESCARPACK;359,000;346,000;0,000;UN;3,47;1.245,74;291,400;0,000;ZROH;PD;007;17,1;39,0;0020009804;MASTER HIGIMED COMERCIAL DE PRODUTO;27;23;4;C;Z1;20,000;0,000;0,000;20,000;0,000;020;Cobertura 20 dias;0,000;SEX;FORN. SEX - SEMANAL;;99,5;220,000;403,000;400,000;450,000;445,000;399,000;236,000;@3J@;1017479166;10;;31/01/2020;30/01/2020;100,000;0,000;;347,00;1.560,000;4600004686;730;3,47;1.000,00;;467,000;317,000;337,000;310,000;364,000;416,000;319,000;421,000;497,000;388,000;417,000;38,000;4500316024;20/12/2019;;220,000;;;;0,000;;;;0,000;004;;;1;5;@08@;0,000;0;@0A@;106,000;7,0;@08@;13,000;00;LIBERADO;150026;
;DA04;;10010237;COL PERFURO CORTANTE 1.5L DESCARPACK;359,000;346,000;0,000;UN;3,47;1.245,74;291,400;0,000;ZROH;PD;007;17,1;39,0;0020009804;MASTER HIGIMED COMERCIAL DE PRODUTO;27;23;4;C;Z1;20,000;0,000;0,000;20,000;0,000;020;Cobertura 20 dias;0,000;SEX;FORN. SEX - SEMANAL;;99,5;220,000;403,000;400,000;450,000;445,000;399,000;236,000;@3J@;1017479167;10;;31/01/2020;;100,000;0,000;;347,00;1.560,000;4600004686;730;3,47;1.000,00;;467,000;317,000;337,000;310,000;364,000;416,000;319,000;421,000;497,000;388,000;417,000;38,000;4500316024;20/12/2019;;220,000;;;;0,000;;;;0,000;004;;;1;5;@08@;0,000;0;@0A@;106,000;7,0;@08@;13,000;00;LIBERADO;150026;
;D969;;10010237;COL PERFURO CORTANTE 1.5L DESCARPACK;0,000;0,000;0,000;UN;3,88;0,00;0,420;0,000;ZROH;VV;005;0,0;0,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;2,768;2,768;3,460;2,768;2,768;3,460;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;2,000;5,000;2,000;2,000;0,000;0,000;0,000;6,000;1,000;2,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;228;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;150026;
;DA04;;10010309;CANETA RESIST A SOLVENT  (DUPL) 10016755;0,000;0,000;0,000;UN;24,00;0,00;0,000;0,000;ZROH;ND;007;0,0;999,0;0020008009;ERVIEGAS INSTRUMENTAL CIRURGICO LTD;14;10;4;C;Z1;10,000;0,000;0,000;10,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;99,0;50,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;200,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4500316288;30/12/2019;;50,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@0A@;50,000;999,0;@08@;0,000;05;OBSOLETO/SUBSTITUIDO;319;
;D969;;10010309;CANETA RESIST A SOLVENT  (DUPL) 10016755;0,000;0,000;0,000;UN;24,00;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;319;
;D969;;10010310;ESCALPE 25G BD;0,000;0,000;0,000;UN;0,67;0,00;2,036;0,000;ZROH;VV;006;0,0;0,0;;;2;0;2;B;Z1;50,000;0,000;0,000;50,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;25,000;18,750;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;100,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;228;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;388339;
;DA04;;10010310;ESCALPE 25G BD;3.050,000;3.000,000;0,000;UN;0,83;2.531,50;1.712,560;0,000;ZROH;PD;001;26,5;44,0;0020008843;BECTON DICKINSON INDUSTRIAS CIRURGI;19;15;4;B;Z1;400,000;0,000;0,000;400,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;800,000;2.391,000;2.336,000;2.637,000;3.045,000;2.485,000;1.128,000;@3J@;1017477916;10;;28/01/2020;;400,000;0,000;;332,00;9.600,000;4600003634;40;0,83;3.000,00;;1.700,000;1.750,000;2.450,000;1.400,000;2.250,000;1.650,000;2.200,000;2.700,000;2.600,000;2.550,000;2.450,000;250,000;4500313028;23/12/2019;;800,000;;;;0,000;;;;0,000;004;;;1;19;@08@;0,000;0;@0A@;1.800,000;21,0;@08@;50,000;00;LIBERADO;388339;
;DA04;;10010310;ESCALPE 25G BD;3.050,000;3.000,000;0,000;UN;0,83;2.531,50;1.712,560;0,000;ZROH;PD;001;26,5;44,0;0020008843;BECTON DICKINSON INDUSTRIAS CIRURGI;19;15;4;B;Z1;400,000;0,000;0,000;400,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;800,000;2.391,000;2.336,000;2.637,000;3.045,000;2.485,000;1.128,000;@3J@;1017477917;10;;28/01/2020;;800,000;0,000;;664,00;9.600,000;4600003634;40;0,83;3.000,00;;1.700,000;1.750,000;2.450,000;1.400,000;2.250,000;1.650,000;2.200,000;2.700,000;2.600,000;2.550,000;2.450,000;250,000;4500313028;23/12/2019;;800,000;;;;0,000;;;;0,000;004;;;1;19;@08@;0,000;0;@0A@;1.800,000;21,0;@08@;50,000;00;LIBERADO;388339;
;D969;;10010355;CTR PC HBSAG G2 ELEC ROCHE;0,000;0,000;0,000;KIT;76,92;0,00;0,316;0,000;ZROH;VV;005;0,0;0,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;3,000;1,668;2,085;1,668;1,668;2,085;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;3,000;0,000;0,000;1,000;6,000;2,000;1,000;2,000;1,000;2,000;2,000;1,000;;;;0,000;;;;0,000;;;;0,000;;;;349;372;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;4687876190;
;DA04;;10010355;CTR PC HBSAG G2 ELEC ROCHE;4,000;4,000;0,000;KIT;76,92;307,68;0,954;0,000;ZROH;PD;022;999,9;999,9;0020009742;ROCHE DIAGNOSTICA BRASIL LTDA;11;7;4;C;Z1;1,000;0,000;0,000;1,000;0,000;018;Cobertura 18 dias;0,000;QAS;FORN. QUA - SEMANAL;;99,0;2,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;7,000;;0;0,00;2.000,00;;3,000;0,000;0,000;1,000;6,000;2,000;1,000;2,000;1,000;2,000;2,000;1,000;4500307305;13/11/2019;;1,000;4500315073;18/12/2019;;1,000;;;;0,000;002;;;1;14;@0A@;4,000;971;@0A@;5,000;94,0;@08@;0,000;00;LIBERADO;4687876190;
;D969;;10010375;HEMATOXILINA HARRIS T 1L QEEL;0,000;0,000;0,000;L;103,77;0,00;0,120;0,000;ZROH;VV;012;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,800;0,800;1,000;0,800;0,800;1,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;4,000;2,000;0,000;0,000;4,000;2,000;0,000;0,000;1,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;228;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;C023271;
;DA04;;10010375;HEMATOXILINA HARRIS T 1L QEEL;11,000;11,000;0,000;L;115,58;1.271,34;0,000;0,000;ZROH;PD;014;999,9;999,9;;;34;30;4;C;Z1;6,000;0,000;0,000;6,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;1,000;4,000;0,000;0,000;0,000;4,000;2,000;0,000;0,000;1,000;0,000;;;;0,000;;;;0,000;;;;0,000;003;;;29;245;@0A@;11,000;951;@08@;0,000;0,0;;0,000;00;LIBERADO;C023271;
;D969;;10010381;MINI PARASITOFILT C/500;0,000;0,000;0,000;PAC;193,86;0,00;10,120;0,000;ZROH;VV;006;0,0;0,0;;;0;0;0;A;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;73,000;64,268;80,335;64,268;64,268;80,335;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;2,000;0,000;0,000;0,000;48,000;72,000;61,000;48,000;12,000;;;;0,000;;;;0,000;;;;0,000;;;;227;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;DC200;
;DA04;;10010381;MINI PARASITOFILT C/500;119,000;119,000;0,000;PAC;184,90;22.002,60;9,810;0,000;ZROH;PD;007;999,9;999,9;0020009626;DESKARPLAS INDUSTRIAL EIRELI;22;18;4;A;Z1;10,000;0,000;0,000;10,000;0,000;018;Cobertura 18 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;1017478749;10;;27/01/2020;;10,000;0,000;;1.760,00;290,000;4600003114;10;176,00;700,00;;0,000;2,000;0,000;0,000;0,000;0,000;0,000;48,000;72,000;61,000;48,000;12,000;;;;0,000;;;;0,000;;;;0,000;008;;;4;4;@0A@;119,000;960;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;DC200;
;DA04;;10010381;MINI PARASITOFILT C/500;119,000;119,000;0,000;PAC;184,90;22.002,60;9,810;0,000;ZROH;PD;007;999,9;999,9;0020009626;DESKARPLAS INDUSTRIAL EIRELI;22;18;4;A;Z1;10,000;0,000;0,000;10,000;0,000;018;Cobertura 18 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;1017478750;10;;27/01/2020;;20,000;0,000;;3.520,00;290,000;4600003114;10;176,00;700,00;;0,000;2,000;0,000;0,000;0,000;0,000;0,000;48,000;72,000;61,000;48,000;12,000;;;;0,000;;;;0,000;;;;0,000;008;;;4;4;@0A@;119,000;960;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;DC200;
;DA04;;10010381;MINI PARASITOFILT C/500;119,000;119,000;0,000;PAC;184,90;22.002,60;9,810;0,000;ZROH;PD;007;999,9;999,9;0020009626;DESKARPLAS INDUSTRIAL EIRELI;22;18;4;A;Z1;10,000;0,000;0,000;10,000;0,000;018;Cobertura 18 dias;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;1017478751;10;;27/01/2020;;10,000;0,000;;1.760,00;290,000;4600003114;10;176,00;700,00;;0,000;2,000;0,000;0,000;0,000;0,000;0,000;48,000;72,000;61,000;48,000;12,000;;;;0,000;;;;0,000;;;;0,000;008;;;4;4;@0A@;119,000;960;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;DC200;
;DA04;;10010389;TP P/TB PP EPS 12X75 (DUPL) 10009701;0,000;0,000;0,000;PAC;29,10;0,00;0,000;0,000;ZROH;ND;007;0,0;999,0;;;22;18;4;C;Z1;1,000;0,000;0,000;1,000;0,000;;;0,000;SES;FORN. SEG - SEMANAL;;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;27,000;;0;0,00;0,00;;1,000;6,000;3,000;8,000;6,000;12,000;7,000;4,000;4,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;004;;;57;91;@08@;0,000;0;@08@;0,000;0,0;;0,000;05;OBSOLETO/SUBSTITUIDO;18052;
;D969;;10010389;TP P/TB PP EPS 12X75 (DUPL) 10009701;0,000;0,000;0,000;PAC;29,28;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;6,000;3,000;12,000;6,000;12,000;7,000;4,000;4,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;228;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;18052;
;D969;;10010396;CX ISOPOR 21L;0,000;0,000;0,000;UN;28,00;0,00;5,104;0,000;ZROH;VV;005;0,0;0,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;97,0;0,000;33,752;33,752;42,190;33,752;33,752;42,190;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;34,000;17,000;52,000;52,000;36,000;36,000;29,000;27,000;22,000;38,000;50,000;10,000;;;;0,000;;;;0,000;;;;0,000;;;;228;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;10010396;
;DA04;;10010396;CX ISOPOR 21L;40,000;40,000;0,000;UN;28,00;1.120,00;7,000;0,000;ZROH;PD;018;999,9;999,9;0020014915;ABA COMERCIO E REPRESENTACOES LTDA;24;20;4;B;Z1;5,000;0,000;0,000;5,000;0,000;014;Cobertura 14 dias;0,000;SEX;FORN. SEX - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;1017479065;10;;31/01/2020;;10,000;0,000;;280,00;165,000;4600003173;1450;28,00;500,00;;34,000;17,000;52,000;48,000;36,000;36,000;29,000;27,000;22,000;38,000;50,000;10,000;;;;0,000;;;;0,000;;;;0,000;008;;;1;21;@0A@;40,000;962;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10010396;
;DA04;;10010396;CX ISOPOR 21L;40,000;40,000;0,000;UN;28,00;1.120,00;7,000;0,000;ZROH;PD;018;999,9;999,9;0020014915;ABA COMERCIO E REPRESENTACOES LTDA;24;20;4;B;Z1;5,000;0,000;0,000;5,000;0,000;014;Cobertura 14 dias;0,000;SEX;FORN. SEX - SEMANAL;;97,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;1017479066;10;;31/01/2020;;10,000;0,000;;280,00;165,000;4600003173;1450;28,00;500,00;;34,000;17,000;52,000;48,000;36,000;36,000;29,000;27,000;22,000;38,000;50,000;10,000;;;;0,000;;;;0,000;;;;0,000;008;;;1;21;@0A@;40,000;962;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;10010396;
;DA04;;10010398;SERING DESC S/AGUL 3ML BD;926,000;906,000;0,000;UN;0,14;132,65;253,480;0,000;ZROH;PD;001;47,8;150,0;0020008843;BECTON DICKINSON INDUSTRIAS CIRURGI;19;15;4;C;Z1;1.000,000;0,000;0,000;1.000,000;0,000;020;Cobertura 20 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;1.000,000;510,000;270,000;310,000;360,000;310,000;230,000;@3J@;1017479202;10;;28/01/2020;;1.000,000;0,000;;143,20;4.000,000;4600003634;120;0,14;3.000,00;;660,000;1.656,000;4.630,000;790,000;1.310,000;940,000;1.280,000;1.200,000;1.320,000;830,000;740,000;70,000;4500313028;23/12/2019;;1.000,000;;;;0,000;;;;0,000;004;;;4;25;@0A@;114,066;9;@0A@;906,000;71,0;@08@;20,000;00;LIBERADO;990174;10004926
;D969;;10010398;SERING DESC S/AGUL 3ML BD;0,000;0,000;0,000;UN;0,16;0,00;88,808;0,000;ZROH;VV;005;0,0;0,0;;;2;0;2;C;Z1;10,000;0,000;0,000;10,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;587,500;587,500;734,375;587,500;587,500;734,375;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;200,000;460,000;800,000;280,000;740,000;660,000;920,000;500,000;540,000;40,000;;;;0,000;;;;0,000;;;;0,000;;;;228;260;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;990174;10004926
;D969;;10010401;CTR PC RUBEOLA IGM ELEC 1ML ROCHE;0,000;0,000;0,000;KIT;140,65;0,00;0,304;0,000;ZROH;VV;005;0,0;0,0;;;2;0;2;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;2,000;2,000;2,500;2,000;2,000;2,500;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;1,000;2,000;2,000;2,000;3,000;0,000;0,000;2,000;1,000;2,000;2,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;349;376;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;4618840190;
