Material;Texto breve de material;Centro;Depósito;Tipo de movimento;Estoque especial;Doc.material;Item doc.material;Data de lançamento;Qtd.  UM registro;UM registro;Centro custo;Montante em MI;Pedido;Lote;Nome do usuário
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908572819;1;25/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908572834;1;25/11/2019;-0,123;KIT;;-3,76;;40790200;SVC_JOBS
10000176;CTR LIQUIC MARCAD CARD PLUS 3NVS 6X3ML;D969;;101;;4908561493;2;25/11/2019;3;KIT;P01033D969;0,00;5300123439;0000142165;F79339476468
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4908560741;45;25/11/2019;9;PAC;;0,00;5500000029;MIC1916987;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4908560741;48;25/11/2019;25;PAC;;0,00;5500000029;MIC1917043;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908561362;1;25/11/2019;-4;PAC;P01177D386;-50,33;;MIC1916987;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908540566;1;24/11/2019;-0,351;KIT;;-10,74;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908540485;1;24/11/2019;-0,006;KIT;;-0,18;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908540481;1;24/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908506758;1;23/11/2019;-4;PAC;P01177D386;-49,75;;MIC1916987;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908488326;1;22/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908488334;1;22/11/2019;-0,363;KIT;;-11,10;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908488244;1;22/11/2019;-0,008;KIT;;-0,24;;40790200;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4908469226;9;22/11/2019;1;KIT;;0,00;5500000029;37293302;F49464620153
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4908469514;42;22/11/2019;7;PAC;;0,00;5500000029;MIC1916987;F49464620153
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908472073;1;22/11/2019;-9;PAC;P01177D386;-111,95;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908453659;1;21/11/2019;-0,013;KIT;;-0,40;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908453742;1;21/11/2019;-0,425;KIT;;-13,00;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908440541;2;21/11/2019;-2;PAC;P01177D386;-24,86;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908419473;1;20/11/2019;-0,340;KIT;;-10,40;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908419392;1;20/11/2019;-0,013;KIT;;-0,40;;40790200;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4908404993;3;20/11/2019;-1;KIT;P01031D386;-60,93;;37293302;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908404994;1;20/11/2019;-10;PAC;P01031D386;-124,28;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908386129;1;19/11/2019;-0,425;KIT;;-13,00;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908386038;1;19/11/2019;-0,006;KIT;;-0,18;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908370990;12;19/11/2019;-1;PAC;P01177D386;-12,43;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908353550;1;18/11/2019;-0,016;KIT;;-0,49;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908353614;1;18/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908353628;1;18/11/2019;-0,243;KIT;;-7,43;;40790200;SVC_JOBS
10000176;CTR LIQUIC MARCAD CARD PLUS 3NVS 6X3ML;D969;;101;;4908341137;2;18/11/2019;2;KIT;P01033D969;0,00;5300122601;0000142165;F11026272408
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908343589;1;18/11/2019;-5;PAC;P01177D386;-62,14;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908326640;1;17/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908326691;1;17/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908326709;1;17/11/2019;-0,057;KIT;;-1,74;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908299615;1;16/11/2019;-0,215;KIT;;-6,58;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908299541;1;16/11/2019;-0,008;KIT;;-0,24;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908284525;1;16/11/2019;-10;PAC;P01177D386;-124,28;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908273097;1;15/11/2019;-0,271;KIT;;-8,29;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908243316;1;14/11/2019;-0,810;KIT;;-24,78;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908243298;1;14/11/2019;-0,006;KIT;;-0,18;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908243246;1;14/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908243241;1;14/11/2019;-0,011;KIT;;-0,34;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908243224;1;14/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4908221836;15;14/11/2019;3;KIT;;0,00;5500000029;40790200;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4908221244;36;14/11/2019;12;PAC;;0,00;5500000029;MIC1916987;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908224700;1;14/11/2019;-5;PAC;P01177D386;-62,14;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908206006;1;13/11/2019;-0,131;KIT;;-4,01;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908192730;1;13/11/2019;-1;PAC;P01177D386;-12,43;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4908149020;9;12/11/2019;4;KIT;;0,00;5500000029;40790200;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908169019;1;12/11/2019;-0,534;KIT;;-16,34;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908168928;1;12/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908168939;1;12/11/2019;-0,013;KIT;;-0,40;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908151929;7;12/11/2019;-6;PAC;P01177D386;-74,56;;MIC1916690;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4908148847;48;12/11/2019;4;PAC;;0,00;5500000029;MIC1917043;F03509100140
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4908148847;45;12/11/2019;17;PAC;;0,00;5500000029;MIC1916987;F03509100140
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4908148847;42;12/11/2019;16;PAC;;0,00;5500000029;MIC1916690;F03509100140
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908132277;1;11/11/2019;-0,003;KIT;;-0,09;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908132341;1;11/11/2019;-0,264;KIT;;-8,08;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908132262;1;11/11/2019;-0,016;KIT;;-0,49;;40790200;SVC_JOBS
10000176;CTR LIQUIC MARCAD CARD PLUS 3NVS 6X3ML;D969;;101;;4908117228;2;11/11/2019;1;KIT;P01033D969;0,00;5300121899;0000142165;F11026272408
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908117919;1;11/11/2019;-4;PAC;P01177D386;-49,64;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908078366;1;09/11/2019;-0,404;KIT;;-12,36;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908078281;1;09/11/2019;-0,006;KIT;;-0,18;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908064365;1;09/11/2019;-7;PAC;P01177D386;-86,88;;MIC1916690;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908045602;1;08/11/2019;-0,006;KIT;;-0,18;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908045674;1;08/11/2019;-0,343;KIT;;-10,49;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908030229;2;08/11/2019;-2;PAC;P01177D386;-24,82;;MIC1916690;F92465544187
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4908030229;1;08/11/2019;-4;PAC;P01177D386;-49,64;;MIC1916618;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908008256;1;07/11/2019;-0,491;KIT;;-15,02;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4908008177;1;07/11/2019;-0,013;KIT;;-0,40;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907992737;1;07/11/2019;-6;PAC;P01177D386;-74,47;;MIC1916618;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907970529;1;06/11/2019;-0,351;KIT;;-10,74;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907970449;1;06/11/2019;-0,013;KIT;;-0,40;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907954906;1;06/11/2019;-1;PAC;P01177D386;-12,41;;MIC1916618;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4907913799;12;05/11/2019;5;KIT;;0,00;5500000029;40790200;F00397070160
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907933388;1;05/11/2019;-0,013;KIT;;-0,40;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907933471;1;05/11/2019;-0,435;KIT;;-13,31;;40790200;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4907914730;39;05/11/2019;27;PAC;;0,00;5500000029;MIC1916690;F00397070160
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907917708;8;05/11/2019;-10;PAC;P01177D386;-124,11;;MIC1916618;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907900565;1;04/11/2019;-0,018;KIT;;-0,55;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907900650;1;04/11/2019;-0,890;KIT;;-27,23;;40790200;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D969;;101;;4907889762;2;04/11/2019;1;KIT;P01034D969;0,00;5300121083;37293302;F11026272408
10000176;CTR LIQUIC MARCAD CARD PLUS 3NVS 6X3ML;D969;;101;;4907889607;2;04/11/2019;1;KIT;P01032D969;0,00;5300121083;0000142165;F11026272408
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907890128;1;04/11/2019;-5;PAC;P01177D386;-61,91;;MIC1916618;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907875193;1;03/11/2019;-0,082;KIT;;-2,51;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907856136;1;02/11/2019;-0,448;KIT;;-13,71;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4907788682;9;01/11/2019;2;KIT;;0,00;5500000029;40790200;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907818060;1;01/11/2019;-0,473;KIT;;-14,47;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907817972;1;01/11/2019;-0,011;KIT;;-0,34;;40790200;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4907790739;21;01/11/2019;1;KIT;;0,00;5500000029;37293302;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907802758;1;01/11/2019;-4;PAC;P01177D386;-49,53;;MIC1916618;F63632721149
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4907790260;48;01/11/2019;3;PAC;;0,00;5500000029;MIC1916690;F03651209105
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907781048;2;31/10/2019;-0,119;KIT;;-3,64;;40790200;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907780966;1;31/10/2019;-0,008;KIT;;-0,24;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907781048;1;31/10/2019;-0,288;KIT;;-8,81;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907739938;1;30/10/2019;-0,013;KIT;;-0,40;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907740004;1;30/10/2019;-0,453;KIT;;-13,86;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907739925;1;30/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907709542;1;30/10/2019;-1;PAC;P01177D386;-12,38;;MIC1916401;F63632721149
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907709542;2;30/10/2019;-13;PAC;P01177D386;-160,98;;MIC1916618;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907702297;1;29/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907702290;1;29/10/2019;-0,008;KIT;;-0,24;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907702363;1;29/10/2019;-1,252;KIT;;-38,30;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4907682493;9;29/10/2019;2;KIT;;0,00;5500000029;40790200;F03509100140
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;201;;4907681490;4;29/10/2019;-1;KIT;P01031D386;-60,93;;37293302;F92465544187
10000176;CTR LIQUIC MARCAD CARD PLUS 3NVS 6X3ML;D969;;101;;4907683397;2;29/10/2019;3;KIT;P01033D969;0,00;5300120465;0000142165;F11026272408
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907682788;29;29/10/2019;-5;PAC;P01177D386;-61,92;;MIC1916401;F63632721149
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4907682604;30;29/10/2019;16;PAC;;0,00;5500000029;MIC1916690;F03509100140
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4907682604;27;29/10/2019;7;PAC;;0,00;5500000029;MIC1916618;F03509100140
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907670180;1;28/10/2019;-0,701;KIT;;-21,45;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907670097;1;28/10/2019;-0,008;KIT;;-0,24;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907659158;26;28/10/2019;-2;PAC;P01177D386;-24,78;;MIC1916401;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907643279;1;27/10/2019;-0,087;KIT;;-2,66;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907616417;1;26/10/2019;-0,011;KIT;;-0,34;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907616482;1;26/10/2019;-0,471;KIT;;-14,41;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907602098;1;26/10/2019;-4;PAC;P01177D386;-49,55;;MIC1916401;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907583470;1;25/10/2019;-0,292;KIT;;-8,93;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907583448;1;25/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907583385;1;25/10/2019;-0,013;KIT;;-0,40;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907567395;1;25/10/2019;-6;PAC;P01177D386;-74,33;;MIC1916401;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907545521;1;24/10/2019;-0,391;KIT;;-11,96;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907545435;1;24/10/2019;-0,006;KIT;;-0,18;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907545449;1;24/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907506728;1;23/10/2019;-0,013;KIT;;-0,40;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907506802;1;23/10/2019;-0,345;KIT;;-10,55;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907506785;1;23/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907491256;1;23/10/2019;-4;PAC;P01177D386;-49,55;;MIC1916401;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907469754;1;22/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907469770;1;22/10/2019;-0,008;KIT;;-0,24;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4907450368;3;22/10/2019;2;KIT;;0,00;5500000029;40790200;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907469844;1;22/10/2019;-0,414;KIT;;-12,67;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4907451855;45;22/10/2019;4;PAC;;0,00;5500000029;MIC1916401;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;101;;4907451855;48;22/10/2019;36;PAC;;0,00;5500000029;MIC1916618;F03267469198
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907453042;1;22/10/2019;-5;PAC;P01177D386;-61,94;;MIC1916401;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907437494;1;21/10/2019;-0,011;KIT;;-0,34;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907437577;1;21/10/2019;-0,463;KIT;;-14,17;;37882400;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D969;;101;;4907424663;2;21/10/2019;2;KIT;P01034D969;0,00;5300119484;37293302;F11026272408
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907426580;1;21/10/2019;-6;PAC;P01177D386;-74,46;;MIC1916401;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907409809;1;20/10/2019;-0,006;KIT;;-0,18;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907409873;1;20/10/2019;-0,092;KIT;;-2,81;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907383220;1;19/10/2019;-0,545;KIT;;-16,67;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907383201;1;19/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907383140;1;19/10/2019;-0,011;KIT;;-0,34;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907369144;18;19/10/2019;-5;PAC;P01177D386;-62,05;;MIC1916401;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907350493;1;18/10/2019;-0,266;KIT;;-8,14;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907350402;1;18/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907334046;24;18/10/2019;-6;PAC;P01177D386;-74,46;;MIC1916401;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907312890;1;17/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907312893;1;17/10/2019;-0,011;KIT;;-0,34;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907312969;1;17/10/2019;-0,330;KIT;;-10,10;;37882400;SVC_JOBS
10000158;CTR ANTI-HCV PC ELEC 3ML ROCHE;D386;ALMX;101;;4907295946;18;17/10/2019;1;KIT;;0,00;5500000029;37293302;F03509100140
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907297214;9;17/10/2019;-3;PAC;P01177D386;-37,23;;MIC1916366;F63632721149
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907294777;1;17/10/2019;-8;PAC;P01177D386;-99,28;;MIC1916366;F92465544187
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907275080;1;16/10/2019;-0,511;KIT;;-15,63;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907275000;1;16/10/2019;-0,016;KIT;;-0,49;;37882400;SVC_JOBS
10000205;AGAR SABOURAUD 4% 13X100 P. LABOR;D386;ALMX;201;;4907259221;1;16/10/2019;-1;PAC;P01177D386;-12,41;;MIC1916366;F63632721149
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907237422;1;15/10/2019;-0,003;KIT;;-0,09;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907237425;1;15/10/2019;-0,006;KIT;;-0,18;;37882400;SVC_JOBS
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;ALMX;101;;4907210626;6;15/10/2019;3;KIT;;0,00;5500000029;37882400;F03267469198
10000105;RGT 1UR24 URISYS 2400 CASS 400T ROCHE;D386;PGE0;261;;4907237330;1;15/10/2019;-0,013;KIT;;-0,40;;37882400;SVC_JOBS
