Estoque;Centro;Área MRP;Material;Descrição;Saldo;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Valor Estoque;Est.Seg.(qtd);Pto Reab.;Tipo Material;Tipo MRP;Planejador MRP;Cobertura Estoque s/ entradas;Cobertura Estoque c/ entradas;Fornecedor;Descr. Forn.;Lead Time Total;Prazo Entrega Prevista (Dias);Tempo de Processamento EM;Código ABC;Tamanho do lote MRP;Tamanho mínimo lote;Tamanho máximo lote;Tamanho fixo do lote;Lote Multiplo;Estoque máximo;Perfil de Cobertura;Descrição do Perfil;Estoque Seg(MARC);Calendário de Planejamento;Descrição do Calendário;Centro Abastecedor;Grau atend. (%);Qtd em Pedido de Compras;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Nec.MAI/2020;Mat.Verif.;Requisição;Item Requisição;Ord.Planej.;Data Remessa;Dt.Reprog.;Qtd RC / Ord.Plan;Qtd.Confirmada;Data Confirmada;Valor da Requisição;Ordens Planejadas;Contrato;Item do Contrato;Preço em Contrato;Faturamento Minimo Fornecedor;Centro com Excesso de Estoque;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Cons.DEZ/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Quantidade;Pedido 2;2a Entrega;Dt. Conf. 2;Quantidade;Pedido 3;3a Entrega;Dt. Conf. 3;Quantidade;Temp.Armaz.;Perfil MRP;Descrição Perfil MRP;Dias sem Saídas;Dias sem Entradas;Excesso Estoque;Quantidade em Excesso;Dias de Excesso de Estoque;Excesso de Estoque (pedido);Quantidade em Excesso (pedido);Dias em Execesso (pedido);Faturamento minimo;Quantidade em Separação;Stat.Mat.;Des.Status;Num.Mat.Fab.;Materiais Substituídos
;DA04;;10001113;CTR TOXO IGM ARCHIT 4ML ABBOTT;5,000;5,000;0,000;KIT;127,58;637,90;1,395;0,000;ZROH;PD;001;24,0;75,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;2,000;3,000;2,000;2,000;3,000;2,000;2,000;@3J@;1017229371;10;;04/02/2020;;1,000;0,000;;127,58;4,000;4600003724;820;127,58;1.500,00;;4,000;5,000;3,000;1,000;3,000;2,000;2,000;2,000;2,000;3,000;2,000;1,000;4500313153;12/12/2019;;1,000;4500311222;16/12/2019;;1,000;;;;0,000;002;;;2;14;@08@;0,000;0;@0A@;1,000;11,0;@08@;0,000;00;LIBERADO;06C2010;
;DA04;;10001113;CTR TOXO IGM ARCHIT 4ML ABBOTT;5,000;5,000;0,000;KIT;127,58;637,90;1,395;0,000;ZROH;PD;001;24,0;75,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;2,000;3,000;2,000;2,000;3,000;2,000;2,000;@3J@;1017229372;10;;18/02/2020;;1,000;0,000;;127,58;4,000;4600003724;820;127,58;1.500,00;;4,000;5,000;3,000;1,000;3,000;2,000;2,000;2,000;2,000;3,000;2,000;1,000;4500313153;12/12/2019;;1,000;4500311222;16/12/2019;;1,000;;;;0,000;002;;;2;14;@08@;0,000;0;@0A@;1,000;11,0;@08@;0,000;00;LIBERADO;06C2010;
;DA04;;10001113;CTR TOXO IGM ARCHIT 4ML ABBOTT;5,000;5,000;0,000;KIT;127,58;637,90;1,395;0,000;ZROH;PD;001;24,0;75,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;2,000;3,000;2,000;2,000;3,000;2,000;2,000;@3J@;1017229373;10;;18/02/2020;;2,000;0,000;;255,16;4,000;4600003724;820;127,58;1.500,00;;4,000;5,000;3,000;1,000;3,000;2,000;2,000;2,000;2,000;3,000;2,000;1,000;4500313153;12/12/2019;;1,000;4500311222;16/12/2019;;1,000;;;;0,000;002;;;2;14;@08@;0,000;0;@0A@;1,000;11,0;@08@;0,000;00;LIBERADO;06C2010;
;D969;;10001113;CTR TOXO IGM ARCHIT 4ML ABBOTT;0,000;0,000;0,000;KIT;127,58;0,00;0,048;0,000;ZROH;VV;005;0,0;83,0;DA04;ARMAZEM-PE;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;1,000;0,177;0,387;0,332;0,439;0,364;0,364;@3J@;;0;;;;0,000;0,000;;0,00;2,000;;0;0,00;0,00;;1,000;0,000;1,000;0,000;2,000;1,000;0,000;0,000;0,000;1,000;0,000;0,000;5500001368;17/12/2019;31/12/9999;1,000;;;;0,000;;;;0,000;;;;208;240;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;06C2010;
;DA04;;10001123;THIN PREP SOL PRESER GINEC 20ML KOLPLAST;0,000;0,000;0,000;UN;5,27;0,00;13,500;0,000;ZROH;VV;014;0,0;0,0;;;17;13;4;A;Z1;250,000;0,000;0,000;250,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;97,0;0,000;13,333;29,167;25,000;31,250;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;00;LIBERADO;HOL061707675EN;
;D969;;10001177;SOL DETERGENTE A ABBOTT;0,000;0,000;0,000;KIT;85,05;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;1,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;1,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;204;204;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;01J7220;
;DA04;;10001177;SOL DETERGENTE A ABBOTT;12,000;12,000;0,000;KIT;85,05;1.020,60;4,800;0,000;ZROH;PD;001;9,0;59,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;7,000;9,000;8,000;7,000;7,000;8,000;4,000;@3J@;1017231933;10;;21/01/2020;;1,000;0,000;;81,00;17,000;4600003724;3010;81,00;1.500,00;;6,000;8,000;8,000;7,000;6,000;5,000;9,000;6,000;7,000;7,000;6,000;4,000;4500313153;12/12/2019;;3,000;4500311222;16/12/2019;;4,000;;;;0,000;008;;;2;7;@08@;0,000;0;@0A@;2,000;6,0;@08@;0,000;00;LIBERADO;01J7220;
;DA04;;10001177;SOL DETERGENTE A ABBOTT;12,000;12,000;0,000;KIT;85,05;1.020,60;4,800;0,000;ZROH;PD;001;9,0;59,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;7,000;9,000;8,000;7,000;7,000;8,000;4,000;@3J@;1017231934;10;;28/01/2020;24/01/2020;1,000;0,000;;81,00;17,000;4600003724;3010;81,00;1.500,00;;6,000;8,000;8,000;7,000;6,000;5,000;9,000;6,000;7,000;7,000;6,000;4,000;4500313153;12/12/2019;;3,000;4500311222;16/12/2019;;4,000;;;;0,000;008;;;2;7;@08@;0,000;0;@0A@;2,000;6,0;@08@;0,000;00;LIBERADO;01J7220;
;DA04;;10001177;SOL DETERGENTE A ABBOTT;12,000;12,000;0,000;KIT;85,05;1.020,60;4,800;0,000;ZROH;PD;001;9,0;59,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;7,000;9,000;8,000;7,000;7,000;8,000;4,000;@3J@;1017231935;10;;28/01/2020;;1,000;0,000;;81,00;17,000;4600003724;3010;81,00;1.500,00;;6,000;8,000;8,000;7,000;6,000;5,000;9,000;6,000;7,000;7,000;6,000;4,000;4500313153;12/12/2019;;3,000;4500311222;16/12/2019;;4,000;;;;0,000;008;;;2;7;@08@;0,000;0;@0A@;2,000;6,0;@08@;0,000;00;LIBERADO;01J7220;
;DA04;;10001177;SOL DETERGENTE A ABBOTT;12,000;12,000;0,000;KIT;85,05;1.020,60;4,800;0,000;ZROH;PD;001;9,0;59,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;7,000;9,000;8,000;7,000;7,000;8,000;4,000;@3J@;1017231936;10;;11/02/2020;07/02/2020;3,000;0,000;;243,00;17,000;4600003724;3010;81,00;1.500,00;;6,000;8,000;8,000;7,000;6,000;5,000;9,000;6,000;7,000;7,000;6,000;4,000;4500313153;12/12/2019;;3,000;4500311222;16/12/2019;;4,000;;;;0,000;008;;;2;7;@08@;0,000;0;@0A@;2,000;6,0;@08@;0,000;00;LIBERADO;01J7220;
;DA04;;10001177;SOL DETERGENTE A ABBOTT;12,000;12,000;0,000;KIT;85,05;1.020,60;4,800;0,000;ZROH;PD;001;9,0;59,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;7,000;9,000;8,000;7,000;7,000;8,000;4,000;@3J@;1017231937;10;;11/02/2020;;2,000;0,000;;162,00;17,000;4600003724;3010;81,00;1.500,00;;6,000;8,000;8,000;7,000;6,000;5,000;9,000;6,000;7,000;7,000;6,000;4,000;4500313153;12/12/2019;;3,000;4500311222;16/12/2019;;4,000;;;;0,000;008;;;2;7;@08@;0,000;0;@0A@;2,000;6,0;@08@;0,000;00;LIBERADO;01J7220;
;D969;;10001179;RGT CALCIO AERO 1500T ABBOTT;0,000;0,000;0,000;KIT;170,10;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;03L7921;
;DA04;;10001179;RGT CALCIO AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;170,10;850,50;4,005;0,000;ZROH;PD;001;4,0;60,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;11,000;6,000;8,000;6,000;5,000;7,000;4,000;@3J@;1017219167;10;;21/01/2020;;2,000;0,000;;340,20;13,000;4600003724;1820;170,10;1.500,00;;1,000;2,000;7,000;6,000;3,000;5,000;2,000;6,000;2,000;4,000;5,000;4,000;4500313153;12/12/2019;;2,000;4500311222;16/12/2019;;6,000;4500315595;07/01/2020;;1,000;008;;;2;7;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;03L7921;
;DA04;;10001179;RGT CALCIO AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;170,10;850,50;4,005;0,000;ZROH;PD;001;4,0;60,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;11,000;6,000;8,000;6,000;5,000;7,000;4,000;@3J@;1017219168;10;;11/02/2020;11/02/2020;2,000;0,000;;340,20;13,000;4600003724;1820;170,10;1.500,00;;1,000;2,000;7,000;6,000;3,000;5,000;2,000;6,000;2,000;4,000;5,000;4,000;4500313153;12/12/2019;;2,000;4500311222;16/12/2019;;6,000;4500315595;07/01/2020;;1,000;008;;;2;7;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;03L7921;
;DA04;;10001179;RGT CALCIO AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;170,10;850,50;4,005;0,000;ZROH;PD;001;4,0;60,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;11,000;6,000;8,000;6,000;5,000;7,000;4,000;@3J@;1017219169;10;;18/02/2020;;2,000;0,000;;340,20;13,000;4600003724;1820;170,10;1.500,00;;1,000;2,000;7,000;6,000;3,000;5,000;2,000;6,000;2,000;4,000;5,000;4,000;4500313153;12/12/2019;;2,000;4500311222;16/12/2019;;6,000;4500315595;07/01/2020;;1,000;008;;;2;7;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;03L7921;
;DA04;;10001179;RGT CALCIO AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;170,10;850,50;4,005;0,000;ZROH;PD;001;4,0;60,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;11,000;6,000;8,000;6,000;5,000;7,000;4,000;@3J@;1017219170;10;;18/02/2020;;2,000;0,000;;340,20;13,000;4600003724;1820;170,10;1.500,00;;1,000;2,000;7,000;6,000;3,000;5,000;2,000;6,000;2,000;4,000;5,000;4,000;4500313153;12/12/2019;;2,000;4500311222;16/12/2019;;6,000;4500315595;07/01/2020;;1,000;008;;;2;7;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;03L7921;
;DA04;;10001180;RGT UREIA NITROGENADA 1500T ABBOTT;16,000;15,000;0,000;KIT;162,00;2.592,00;10,800;0,000;ZROH;PD;001;7,0;58,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;B;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;27,000;16,000;21,000;17,000;19,000;20,000;10,000;@3J@;1017207022;10;;21/01/2020;;1,000;0,000;;162,00;38,000;4600003724;350;162,00;1.500,00;;13,000;17,000;24,000;16,000;21,000;19,000;22,000;18,000;18,000;17,000;16,000;15,000;4500313153;12/12/2019;;11,000;4500311222;16/12/2019;;16,000;;;;0,000;002;;;1;15;@08@;0,000;0;@0A@;9,000;13,0;@08@;1,000;00;LIBERADO;07D7521;
;DA04;;10001180;RGT UREIA NITROGENADA 1500T ABBOTT;16,000;15,000;0,000;KIT;162,00;2.592,00;10,800;0,000;ZROH;PD;001;7,0;58,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;B;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;27,000;16,000;21,000;17,000;19,000;20,000;10,000;@3J@;1017207023;10;;28/01/2020;;3,000;0,000;;486,00;38,000;4600003724;350;162,00;1.500,00;;13,000;17,000;24,000;16,000;21,000;19,000;22,000;18,000;18,000;17,000;16,000;15,000;4500313153;12/12/2019;;11,000;4500311222;16/12/2019;;16,000;;;;0,000;002;;;1;15;@08@;0,000;0;@0A@;9,000;13,0;@08@;1,000;00;LIBERADO;07D7521;
;DA04;;10001180;RGT UREIA NITROGENADA 1500T ABBOTT;16,000;15,000;0,000;KIT;162,00;2.592,00;10,800;0,000;ZROH;PD;001;7,0;58,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;B;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;27,000;16,000;21,000;17,000;19,000;20,000;10,000;@3J@;1017207024;10;;28/01/2020;;6,000;0,000;;972,00;38,000;4600003724;350;162,00;1.500,00;;13,000;17,000;24,000;16,000;21,000;19,000;22,000;18,000;18,000;17,000;16,000;15,000;4500313153;12/12/2019;;11,000;4500311222;16/12/2019;;16,000;;;;0,000;002;;;1;15;@08@;0,000;0;@0A@;9,000;13,0;@08@;1,000;00;LIBERADO;07D7521;
;DA04;;10001180;RGT UREIA NITROGENADA 1500T ABBOTT;16,000;15,000;0,000;KIT;162,00;2.592,00;10,800;0,000;ZROH;PD;001;7,0;58,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;B;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;27,000;16,000;21,000;17,000;19,000;20,000;10,000;@3J@;1017207025;10;;04/02/2020;;4,000;0,000;;648,00;38,000;4600003724;350;162,00;1.500,00;;13,000;17,000;24,000;16,000;21,000;19,000;22,000;18,000;18,000;17,000;16,000;15,000;4500313153;12/12/2019;;11,000;4500311222;16/12/2019;;16,000;;;;0,000;002;;;1;15;@08@;0,000;0;@0A@;9,000;13,0;@08@;1,000;00;LIBERADO;07D7521;
;DA04;;10001180;RGT UREIA NITROGENADA 1500T ABBOTT;16,000;15,000;0,000;KIT;162,00;2.592,00;10,800;0,000;ZROH;PD;001;7,0;58,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;B;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;27,000;16,000;21,000;17,000;19,000;20,000;10,000;@3J@;1017207026;10;;11/02/2020;;5,000;0,000;;810,00;38,000;4600003724;350;162,00;1.500,00;;13,000;17,000;24,000;16,000;21,000;19,000;22,000;18,000;18,000;17,000;16,000;15,000;4500313153;12/12/2019;;11,000;4500311222;16/12/2019;;16,000;;;;0,000;002;;;1;15;@08@;0,000;0;@0A@;9,000;13,0;@08@;1,000;00;LIBERADO;07D7521;
;DA04;;10001180;RGT UREIA NITROGENADA 1500T ABBOTT;16,000;15,000;0,000;KIT;162,00;2.592,00;10,800;0,000;ZROH;PD;001;7,0;58,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;B;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;27,000;16,000;21,000;17,000;19,000;20,000;10,000;@3J@;1017207027;10;;18/02/2020;;5,000;0,000;;810,00;38,000;4600003724;350;162,00;1.500,00;;13,000;17,000;24,000;16,000;21,000;19,000;22,000;18,000;18,000;17,000;16,000;15,000;4500313153;12/12/2019;;11,000;4500311222;16/12/2019;;16,000;;;;0,000;002;;;1;15;@08@;0,000;0;@0A@;9,000;13,0;@08@;1,000;00;LIBERADO;07D7521;
;D969;;10001180;RGT UREIA NITROGENADA 1500T ABBOTT;0,000;0,000;0,000;KIT;162,00;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;B;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;209;209;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;07D7521;
;D969;;10001182;RGT GGT AERO 1500T ABBOTT;0,000;0,000;0,000;KIT;70,74;0,00;0,000;0,000;ZROH;ND;006;0,0;999,0;;;0;0;0;C;Z1;1,000;0,000;0,000;1,000;0,000;004;Cobertura 4 dias;0,000;DIA;DIARIO;DA04;99,0;0,000;0,000;0,000;0,000;0,000;0,000;0,000;@3J@;;0;;;;0,000;0,000;;0,00;0,000;;0;0,00;0,00;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;;;0,000;;;;0,000;;;;0;0;@08@;0,000;0;@08@;0,000;0,0;;0,000;03;BLOQUEIO COMPRAS;07D6521;
;DA04;;10001182;RGT GGT AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;162,00;810,00;3,195;0,000;ZROH;PD;001;4,0;70,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;10,000;6,000;6,000;4,000;6,000;5,000;1,000;@3J@;1017207176;10;;28/01/2020;;1,000;0,000;;162,00;10,000;4600003724;370;162,00;1.500,00;;7,000;3,000;4,000;5,000;5,000;6,000;4,000;3,000;2,000;4,000;5,000;3,000;4500313153;12/12/2019;;1,000;4500311222;16/12/2019;;9,000;;;;0,000;002;;;1;27;@08@;0,000;0;@0A@;3,000;14,0;@08@;0,000;00;LIBERADO;07D6521;
;DA04;;10001182;RGT GGT AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;162,00;810,00;3,195;0,000;ZROH;PD;001;4,0;70,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;10,000;6,000;6,000;4,000;6,000;5,000;1,000;@3J@;1017207177;10;;11/02/2020;;2,000;0,000;;324,00;10,000;4600003724;370;162,00;1.500,00;;7,000;3,000;4,000;5,000;5,000;6,000;4,000;3,000;2,000;4,000;5,000;3,000;4500313153;12/12/2019;;1,000;4500311222;16/12/2019;;9,000;;;;0,000;002;;;1;27;@08@;0,000;0;@0A@;3,000;14,0;@08@;0,000;00;LIBERADO;07D6521;
;DA04;;10001182;RGT GGT AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;162,00;810,00;3,195;0,000;ZROH;PD;001;4,0;70,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;10,000;6,000;6,000;4,000;6,000;5,000;1,000;@3J@;1017207178;10;;18/02/2020;;1,000;0,000;;162,00;10,000;4600003724;370;162,00;1.500,00;;7,000;3,000;4,000;5,000;5,000;6,000;4,000;3,000;2,000;4,000;5,000;3,000;4500313153;12/12/2019;;1,000;4500311222;16/12/2019;;9,000;;;;0,000;002;;;1;27;@08@;0,000;0;@0A@;3,000;14,0;@08@;0,000;00;LIBERADO;07D6521;
;DA04;;10001182;RGT GGT AERO 1500T ABBOTT;5,000;5,000;0,000;KIT;162,00;810,00;3,195;0,000;ZROH;PD;001;4,0;70,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;015;Cobertura 15 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;10,000;6,000;6,000;4,000;6,000;5,000;1,000;@3J@;1017207179;10;;18/02/2020;;1,000;0,000;;162,00;10,000;4600003724;370;162,00;1.500,00;;7,000;3,000;4,000;5,000;5,000;6,000;4,000;3,000;2,000;4,000;5,000;3,000;4500313153;12/12/2019;;1,000;4500311222;16/12/2019;;9,000;;;;0,000;002;;;1;27;@08@;0,000;0;@0A@;3,000;14,0;@08@;0,000;00;LIBERADO;07D6521;
;DA04;;10001183;RGT CREATININA KINASE 1250T ABBOTT;9,000;9,000;0,000;KIT;134,79;1.213,10;3,200;0,000;ZROH;PD;001;7,0;56,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;9,000;9,000;9,000;6,000;7,000;7,000;4,000;@3J@;1017207252;10;;28/01/2020;28/01/2020;3,000;0,000;;405,00;15,000;4600003724;3380;135,00;1.500,00;;19,000;0,000;17,000;0,000;2,000;2,000;3,000;3,000;5,000;6,000;7,000;6,000;4500313153;18/12/2019;;2,000;4500313153;18/12/2019;;3,000;4500313153;18/12/2019;;2,000;002;;;2;5;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;07D6321;
;DA04;;10001183;RGT CREATININA KINASE 1250T ABBOTT;9,000;9,000;0,000;KIT;134,79;1.213,10;3,200;0,000;ZROH;PD;001;7,0;56,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;9,000;9,000;9,000;6,000;7,000;7,000;4,000;@3J@;1017207253;10;;28/01/2020;;1,000;0,000;;135,00;15,000;4600003724;3380;135,00;1.500,00;;19,000;0,000;17,000;0,000;2,000;2,000;3,000;3,000;5,000;6,000;7,000;6,000;4500313153;18/12/2019;;2,000;4500313153;18/12/2019;;3,000;4500313153;18/12/2019;;2,000;002;;;2;5;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;07D6321;
;DA04;;10001183;RGT CREATININA KINASE 1250T ABBOTT;9,000;9,000;0,000;KIT;134,79;1.213,10;3,200;0,000;ZROH;PD;001;7,0;56,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;9,000;9,000;9,000;6,000;7,000;7,000;4,000;@3J@;1017207254;10;;11/02/2020;;1,000;0,000;;135,00;15,000;4600003724;3380;135,00;1.500,00;;19,000;0,000;17,000;0,000;2,000;2,000;3,000;3,000;5,000;6,000;7,000;6,000;4500313153;18/12/2019;;2,000;4500313153;18/12/2019;;3,000;4500313153;18/12/2019;;2,000;002;;;2;5;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;07D6321;
;DA04;;10001183;RGT CREATININA KINASE 1250T ABBOTT;9,000;9,000;0,000;KIT;134,79;1.213,10;3,200;0,000;ZROH;PD;001;7,0;56,0;0020011786;ABBOTT LABORATORIOS DO BRASIL LTDA;19;15;4;C;Z1;1,000;0,000;0,000;1,000;0,000;010;Cobertura 10 dias;0,000;TES;FORN. TER - SEMANAL;;99,0;9,000;9,000;9,000;6,000;7,000;7,000;4,000;@3J@;1017207255;10;;11/02/2020;;2,000;0,000;;270,00;15,000;4600003724;3380;135,00;1.500,00;;19,000;0,000;17,000;0,000;2,000;2,000;3,000;3,000;5,000;6,000;7,000;6,000;4500313153;18/12/2019;;2,000;4500313153;18/12/2019;;3,000;4500313153;18/12/2019;;2,000;002;;;2;5;@08@;0,000;0;@08@;0,000;0,0;@08@;0,000;00;LIBERADO;07D6321;
